Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
quest_tier2_restore_power_offer,Quest,Quest Info,,,We found a building that is well suited for a new outpost. Go to [DECEA3]{poi.name}[-] and reset the generators. Clear out any zombies you find inside.,,"Wir haben ein Gebäude gefunden, das sich gut als neuer Außenposten eignet. Geh nach [DECEA3]{poi.name}[-] und setze die Generatoren zurück. Beseitige alle Zombies, die du dort findest.",Encontramos una ubicación buena para un nuevo puesto de avanzada. Ve a [DECEA3]{poi.name}[-] y restaura los generadores. Mata todos los zombis que encuentres dentro.,Nous avons découvert un bâtiment parfaitement adapté pour un nouvel avant-poste. Rends-toi à [DECEA3]{poi.name}[-] et réinitialise les générateurs. Élimine tous les zombies que tu trouveras à l'intérieur. ,Abbiamo trovato un edificio perfetto per un avamposto. Vai al [DECEA3]{poi.name}[-] e riattiva i generatori. Elimina tutti gli zombie che troverai all'interno. ,新しい前哨基地に適した建物を発見した。[DECEA3]{poi.name}[-]へ向かって発電機の電源を入れ直せ。中にいるゾンビをすべて一掃しろ。,새 전초기지로 쓸 수 있는 좋은 건물을 찾았어. [DECEA3]{poi.name}[-](으)로 가서 발전기를 켜줘. 안에 있는 좀비도 모두 없애고.,"Znaleźliśmy budynek, który dobrze nadaje się na nowy posterunek. Twój cel to [DECEA3]{poi.name}[-]. Zresetuj tam agregaty prądotwórcze. Usuń też wszystkie zombie, które znajdziesz w środku.",Encontramos um prédio ideal para um novo posto avançado. Vá para [DECEA3]{poi.name}[-] e reinicie os geradores. Elimine os zumbis que encontrar.,"Мы нашли здание, которое прекрасно подходит для нового аванпоста. [DECEA3]{poi.name}[-]: отправляйтесь туда и сбросьте питание генераторов. Избавьтесь от всех зомби, которых увидите внутри.",Yeni bir karakol yapmaya çok uygun bir bina bulduk. [DECEA3]{poi.name}[-] bölgesine git ve jeneratörleri sıfırla. İçeride bulduğun tüm zombileri ortadan kaldır.,我们发现一座很适合做新哨站的建筑。前往[DECEA3]{poi.name}[-]，然后重置发电机。把里面的丧尸清除干净。,我們發現一棟建築，很適合用來當做新的前哨站。前往[DECEA3]{poi.name}[-]並重啟發電機，除掉裡面所有看得到的殭屍,Encontramos una ubicación buena para un nuevo puesto de avanzada. Ve a [DECEA3]{poi.name}[-] y restaura los generadores. Mata todos los zombis que encuentres dentro.
quest_tier3_restore_power_offer,Quest,Quest Info,,,Our community reported a good size structure that contains significant resources we badly need. Go to [DECEA3]{poi.name}[-] and reset the generators. Clear out any zombies you find inside.,,"Wir haben von einem großen Gebäude gehört, in dem es viele Rohstoffe geben soll, die wir unbedingt brauchen. Geh nach [DECEA3]{poi.name}[-] und setze die Generatoren zurück. Beseitige alle Zombies, die du dort findest.",Nuestra comunidad nos informó de una estructura de gran tamaño que contiene recursos importantes que necesitamos con urgencia. Ve a [DECEA3]{poi.name}[-] y restaura los generadores. Mata todos los zombis que encuentres dentro.,Notre communauté a repéré une structure de bonne taille qui contient des ressources importantes dont nous avons désespérément besoin. Rends-toi à [DECEA3]{poi.name}[-] et réinitialise les générateurs. Élimine tous les zombies que tu trouveras à l'intérieur.,La comunità ha segnalato un grosso edificio dentro cui ci sono risorse che dobbiamo avere assolutamente. Vai al [DECEA3]{poi.name}[-] e riattiva i generatori. Elimina tutti gli zombie che troverai all'interno.,コミュニティからの報告によると、我々が切望している資源が多く眠っている、良い大きさの建造物を発見したらしい。[DECEA3]{poi.name}[-]へ向かって発電機の電源を入れ直せ。中にいるゾンビをすべて一掃しろ。,우리 커뮤니티 사람들이 우리에게 필요한 자원이 꽤 많이 있는 괜찮은 크기의 건물을 발견했어. [DECEA3]{poi.name}[-](으)로 가서 발전기를 켜줘. 안에 있는 좀비도 모두 없애고.,"Nasza społeczność dostrzegła strukturę zawierającą sporo zasobów, których bardzo potrzebujemy. Twój cel to [DECEA3]{poi.name}[-]. Zresetuj tam agregaty prądotwórcze. Usuń też wszystkie zombie, które znajdziesz w środku.",Nossa comunidade relatou a existência de uma estrutura repleta de recursos dos quais precisamos muito. Vá para [DECEA3]{poi.name}[-] e reinicie os geradores. Elimine os zumbis que encontrar.,"Нашему сообществу стало известно об огромных залежах ресурсов, в которых мы остро нуждаемся. [DECEA3]{poi.name}[-]: отправляйтесь туда и сбросьте питание генераторов. Избавьтесь от всех зомби, которых увидите внутри. ","Topluluğumuz, çok ihtiyacımız olan önemli kaynakları içeren büyük boyutta bir yapı olduğunu bildirdi. [DECEA3]{poi.name}[-] bölgesine git ve jeneratörleri sıfırla. İçerde bulduğun tüm zombileri ortadan kaldır. ",我们的社区报告找到一座相当规模的建筑，里面有大量我们亟需的资源。前往[DECEA3]{poi.name}[-]，然后重置发电机。把里面的丧尸清除干净。,我們的聚落回報有一棟規模適當的建築物，裡面有大量我們急需的資源。前往[DECEA3]{poi.name}[-]並重啟發電機，除掉裡面所有看得到的殭屍。,Nuestra comunidad nos informó de una estructura de gran tamaño que contiene recursos importantes que necesitamos con urgencia. Ve a [DECEA3]{poi.name}[-] y restaura los generadores. Mata todos los zombis que encuentres dentro.
quest_tier4_restore_power_offer,Quest,Quest Info,,,We found a location that we believe is large enough to defend and accomodate our growing communities needs. Go to [DECEA3]{poi.name}[-] and reset the generators. Clear out any zombies you find inside.,,"Wir haben einen Ort gefunden, der groß genug sein sollte, um ihn gut verteidigen zu können und um die Bedürfnisse unserer wachsenden Gesellschaft zu befriedigen. Geh nach [DECEA3]{poi.name}[-] und setze die Generatoren zurück. Beseitige alle Zombies, die du dort findest.",Encontramos una ubicación que creemos que es lo suficientemente grande como para defenderla y atender las crecientes necesidades de nuestra comunidad. Ve a [DECEA3]{poi.name}[-] y restaura los generadores. Mata todos los zombis que encuentres dentro.,Nous avons découvert un emplacement que nous estimons assez vaste pour défendre et répondre aux besoins de nos communautés en développement. Rends-toi à [DECEA3]{poi.name}[-] et réinitialise les générateurs. Élimine tous les zombies que tu trouveras à l'intérieur. ,Abbiamo trovato un posto che riteniamo abbastanza grande da difendere e soddisfare le crescenti esigenze della nostra comunità. Vai al [DECEA3]{poi.name}[-] e riattiva i generatori. Elimina tutti gli zombie che troverai all'interno. ,どんどん大きくなっているこのコミュニティを守りながらかくまうのに十分な大きさのロケーションを発見した。[DECEA3]{poi.name}[-]へ向かって発電機の電源を入れ直せ。中にいるゾンビをすべて一掃しろ。,"공동체가 점차 커져가고 있어. 많은 인원을 수용하고, 방어도 가능한 커다란 장소를 발견했어. [DECEA3]{poi.name}[-](으)로 가서 발전기를 켜줘. 안에 있는 좀비도 모두 없애고.","Znaleźliśmy miejsce, które zdołamy obronić i naszym zdaniem jest wystarczająco duże, aby zaspokoić potrzeby naszych rozwijających się społeczności. Twój cel to [DECEA3]{poi.name}[-]. Zresetuj tam agregaty prądotwórcze. Usuń też wszystkie zombie, które znajdziesz w środku.",Encontramos um lugar grande o suficiente para defender e acomodas as crescentes necessidades da nossa comunidade. Vá para [DECEA3]{poi.name}[-] e reinicie os geradores. Elimine os zumbis que encontrar.,"Мы нашли здание, достаточное большое, чтобы укрыть все наше растущее сообщество. [DECEA3]{poi.name}[-]: отправляйтесь туда и сбросьте питание генераторов. Избавьтесь от всех зомби, которых увидите внутри. ",Savunma yapmak ve büyüyen topluluklarımızın ihtiyaçlarını karşılamak için yeterince büyük olduğuna inandığımız bir konum bulduk. [DECEA3]{poi.name}[-] bölgesine git ve jeneratörleri sıfırla. İçerde bulduğun tüm zombileri ortadan kaldır. ,我们找到一个地方，它足够大，易守难攻，而且能够满足社区发展需求。前往[DECEA3]{poi.name}[-]，然后重置发电机。把里面的丧尸清除干净。,我們發現一處地點，空間足以保護並容納我們不斷成長的聚落需求。前往[DECEA3]{poi.name}[-]並重啟發電機，除掉裡面所有看得到的殭屍。,Encontramos una ubicación que creemos que es lo suficientemente grande como para defenderla y atender las crecientes necesidades de nuestra comunidad. Ve a [DECEA3]{poi.name}[-] y restaura los generadores. Mata todos los zombis que encuentres dentro.
perkFromTheShadowsRank5LongDesc,progression,perk Agi,,,"Hide in the shadows 65% more effectively, you no longer make any noise when moving and sneak movement is 50% faster.\nEnemies will search for you for up to 20 seconds.",,"Verstecke dich 65 % effektiver im Schatten, dämpfe den von Aktionen verursachten Lärm um 50 % und schleiche 50 % schneller.\nFeinde werden bis zu 20 Sekunden lang nach dir suchen.","Escóndete en las sombras un 65 % más efectivamente, los ruidos de las acciones se amortiguan un 50 % y el movimiento furtivo es un 50% más rápido.\nLos enemigos te buscarán hasta por 20 segundos.","Vous cacher dans l'ombre est 65 % plus efficace, les bruits que vous faites sont réduits de 50 %, et vous vous déplacez 50 % plus vite en vous accroupissant.\nLes ennemis vous chercheront pendant un maximum de 20 secondes.","Nasconditi nell'oscurità con il 65% in più di efficacia, i rumori delle azioni sono attutiti del 50% e i movimenti furtivi sono più veloci del 50%.\nI nemici ti cercheranno per un massimo di 20 secondi.",+65%効率的に影に隠れ、行動時の物音が50%抑えられ、忍び寄る速度が50%速くなります。\n敵があなたを最高20秒捜します。,"그림자 속에 65% 더 효과적으로 몸을 숨기고, 행동 시 소음이 50% 줄어들며 은닉 후 이동이 50% 더 빨라집니다.\n적이 20초 동안 나를 찾아 수색합니다.","Ukrywaj się w cieniu 65% skuteczniej, tłum 50% generowanego hałasu i skradaj się 50% szybciej.\nWrogowie będą cię szukać maksymalnie przez 20 sekund.",Esconda-se nas sombras com 65% a mais de eficácia. Os barulhos das ações são abafados em 50% e o movimento furtivo fica 50% mais rápido.\nOs inimigos vão procurar você por até 20 segundos.,"Скрытность на 65% больше, шум от действий на 50% тише, а скорость подкрадывания на 50% выше. Противники будут искать вас до 20 секунд.","Gölgelerde %65 daha etkili saklan, eylem gerçekleştirirken %50 daha az ses çıkar, sessiz hareketlerini %50 hızlandır.\nDüşmanlar seni 20 saniyeye kadar arar.",躲在阴影里的效率提高 65%，行动噪音降低了 50%，潜行移动速度提高 50%。\n敌人搜索你的时间最长可达 20 秒。,藏身於陰影當中的效率增加65%，動作聲響減少50%，潛行速度加快50%。\n敵人會搜索你的時間最長不超過20秒。,"Escóndete en las sombras un 65 % más efectivamente, los ruidos de las acciones se amortiguan un 50 % y el movimiento furtivo es un 50% más rápido.\nLos enemigos te buscarán hasta por 20 segundos."
modGunMeleeBlessedMetal,item_modifiers,Mod,,,Blessed Metal Mod,,Gesegnetes-Metall-Mod,Modificación de metal bendecido,Modification de métal béni,Modifica del metallo benedetto,祝福金属改造パーツ,신성한 금속 개조,Poświęcony metal — modyfikacja,Modificação de Metal Abençoado,Модификация «Освященный металл»,Kutsal Metal Modu,天罚金属模组,憤怒金屬模組,Modificación de metal bendecido
modGunMeleeBlessedMetalDesc,item_modifiers,Mod,,,Increases damage to undead targets.,,Erhöht den Schaden bei untoten Zielen.,Aumenta el daño contra enemigos no-muertos.,Augmente les dégâts infligés aux cibles mortes-vivantes.,Aumenta i danni inflitti ai bersagli non morti.,アンデッドのターゲットに対するダメージが増加します。,언데드 표적에 대한 대미지가 증가합니다.,Zwiększa obrażenia zadawane nieumarłym.,Aumenta o dano a alvos mortos-vivos.,Увеличивает урон по нежити.,Ölmeyen hedeflere verdiğin hasarı artırır.,提升对僵尸目标的伤害。,對尚未死掉的目標增加傷害值。,Aumenta el daño contra enemigos no-muertos.
quest_infestation_response,,,,,[c0e6bc]{poi.distance} {poi.direction}[-] - Infested Clear ([71bfb6]{poi.name}[-]),,[c0e6bc]{poi.distance} {poi.direction}[-] - Befallene beseitigt ([71bfb6]{poi.name}[-]),[c0e6bc]{poi.distance} {poi.direction}[-] - Elimina la Infestación ([71bfb6]{poi.name}[-]),[c0e6bc]{poi.distance} {poi.direction}[-] - Élimination de l'infestation ([71bfb6]{poi.name}[-]),[c0e6bc]{poi.distance} {poi.direction}[-] - Pulizia degli infetti ([71bfb6]{poi.name}[-]),[c0e6bc]{poi.distance} {poi.direction}[-] - 大量発生した敵を一掃する ([71bfb6]{poi.name}[-]),[c0e6bc]{poi.distance} {poi.direction}[-] - 감염 좀비 소탕([71bfb6]{poi.name}[-]),[c0e6bc]{poi.distance} {poi.direction}[-] - Eksterminacja zainfekowanych ([71bfb6]{poi.name}[-]),[c0e6bc]{poi.distance} {poi.direction}[-] - Eliminação de infestados ([DECEA3]{poi.distance}{poi.direction}[-]),[c0e6bc]{poi.distance} {poi.direction}[-] - Нашествие ликвидировано ([71bfb6]{poi.name}[-]),[c0e6bc]{poi.distance} {poi.direction}[-] - Parazit Temizleme ([71bfb6]{poi.name}[-]),[c0e6bc]{poi.distance} {poi.direction}[-] - 群聚清理（[DECEA3]{poi.distance}{poi.direction}[-]）,[c0e6bc]{poi.distance} {poi.direction}[-] - 清理群聚([71bfb6]{poi.name}[-])
cntQuestInfestedT1Secure,blocks,block,,,Infested Cache,,Befallenes Versteck,Caja fuerte infestada,Cache d'infestation,Cassa infestata,大量発生貯蔵箱,감염된 창고,Zakażona skrytka,Esconderijo infestado,Зараженный тайник,Parazitli Zula,群居藏匿物,群聚的藏身處
cntQuestInfestedT2Secure,blocks,block,,,Infested Cache,,Befallenes Versteck,Caja fuerte infestada,Cache d'infestation,Cassa infestata,大量発生貯蔵箱,감염된 창고,Zakażona skrytka,Esconderijo infestado,Зараженный тайник,Parazitli Zula,群居藏匿物,群聚的藏身處
cntQuestInfestedT3Secure,blocks,block,,,Infested Cache,,Befallenes Versteck,Caja fuerte infestada,Cache d'infestation,Cassa infestata,大量発生貯蔵箱,감염된 창고,Zakażona skrytka,Esconderijo infestado,Зараженный тайник,Parazitli Zula,群居藏匿物,群聚的藏身處
cntQuestInfestedT4Secure,blocks,block,,,Infested Cache,,Befallenes Versteck,Caja fuerte infestada,Cache d'infestation,Cassa infestata,大量発生貯蔵箱,감염된 창고,Zakażona skrytka,Esconderijo infestado,Зараженный тайник,Parazitli Zula,群居藏匿物,群聚的藏身處
cntQuestInfestedT5Secure,blocks,block,,,Infested Cache,,Befallenes Versteck,Caja fuerte infestada,Cache d'infestation,Cassa infestata,大量発生貯蔵箱,감염된 창고,Zakażona skrytka,Esconderijo infestado,Зараженный тайник,Parazitli Zula,群居藏匿物,群聚的藏身處
FuriousRamsayDewCollector,blocks,block,,,Dew Collector,,Tausammler,Recolector de rocío,Ramasseur de rosée,Raccoglitore di rugiada,水滴収集器,이슬 수집기,Kolektor rosy,Coletor de orvalho,Коллектор росы,Çiy Toplayıcı,露水收集器,露水收集器
palletBrownBoxesBaseOpen,blocks,Block,,,"Brown Boxes",,"Palette, braune Kisten, Sockel","Base, cajas marrones, palé","Palette, cartons marron, base",Base del bancale con scatole marroni,パレット組ブラウンボックスベース,"받침대 (갈색 상자, 기본)","Paleta, brązowe pudła, podstawa","Palete, caixas marrons, base",Платформа из коричневых коробок на фундаменте,"Palet, Kahverengi Kutular, Taban",底板 棕色盒子 基底,棧板，棕色箱，帶基座
palletBrownBoxesLooseOpen,blocks,Block,,,"Brown Boxes",,"Palette, braune Kisten, lose","Cajas marrones, palé sueltos","Palette, cartons marron, en vrac",Colonna di scatole marroni del bancale,パレット組ブラウンボックス・バラ,"받침대 (갈색 상자, 헐거움)","Paleta, brązowe pudła, luźno","Palete, caixas marrons, soltas",Неполная платформа из коричневых коробок,"Palet, Kahverengi Kutular, Dökme",底板 棕色盒子 松散,棧板，棕色箱，未固定
palletBrownBoxesTileOpen,blocks,Block,,,"Brown Boxes",,"Palette, braune Kisten, Platte","Baldosa, cajas marrones, palé","Palette, cartons marron, dalle",Insieme di scatole marroni per bancale,パレット組ブラウンボックス・土台なし,"받침대 (갈색 상자, 타일)","Paleta, brązowe pudła, kafelek","Palete, caixas marrons, piso",Платформа из коричневых коробок на плитке,"Palet, Kahverengi Kutular, Karo",底板 棕色盒子 瓷砖,棧板，棕色箱，貼磚
palletBrownBoxesTopOpen,blocks,Block,,,"Brown Boxes",,"Palette, braune Kisten, oben","Parte superior, cajas marrones, palé","Palette, cartons marron, haut",Punta del bancale con scatole marroni,パレット組ブラウンボックス上部,"받침대 (갈색 상자, 상부)","Paleta, brązowe pudła, góra","Palete, caixas marrons, topo",Верх платформы из коричневых коробок,"Palet, Kahverengi Kutular, Üst",底板 棕色盒子 顶部,棧板，棕色箱，堆起
palletBrownBoxesTopSmallOpen,blocks,Block,,,"Brown Boxes",,"Palette, braune Kisten, oben, klein","Palé, cajas marrones, parte superior pequeña","Palette, cartons marron, haut, petit",Punta piccola del bancale con scatole marroni,パレット組ブラウンボックス上部（小）,"팔레트(갈색 상자, 상부 소형)","Paleta, brązowe pudła, góra, mała","Palete, caixas marrons, topo pequeno",Верх малой платформы из коричневых коробок,"Palet, Kahverengi Kutular, Üst, Küçük",底板 棕色盒子 顶部 小,棧板，棕色箱，頂部小
palletBrownBoxesLooseClosed,blocks,Block,,,"Brown Boxes",,"Palette, braune Kisten, lose","Cajas marrones, palé sueltos","Palette, cartons marron, en vrac",Colonna di scatole marroni del bancale,パレット組ブラウンボックス・バラ,"받침대 (갈색 상자, 헐거움)","Paleta, brązowe pudła, luźno","Palete, caixas marrons, soltas",Неполная платформа из коричневых коробок,"Palet, Kahverengi Kutular, Dökme",底板 棕色盒子 松散,棧板，棕色箱，未固定
palletBrownBoxesTileClosed,blocks,Block,,,"Brown Boxes",,"Palette, braune Kisten, Platte","Baldosa, cajas marrones, palé","Palette, cartons marron, dalle",Insieme di scatole marroni per bancale,パレット組ブラウンボックス・土台なし,"받침대 (갈색 상자, 타일)","Paleta, brązowe pudła, kafelek","Palete, caixas marrons, piso",Платформа из коричневых коробок на плитке,"Palet, Kahverengi Kutular, Karo",底板 棕色盒子 瓷砖,棧板，棕色箱，貼磚
palletBrownBoxesTopClosed,blocks,Block,,,"Brown Boxes",,"Palette, braune Kisten, oben","Parte superior, cajas marrones, palé","Palette, cartons marron, haut",Punta del bancale con scatole marroni,パレット組ブラウンボックス上部,"받침대 (갈색 상자, 상부)","Paleta, brązowe pudła, góra","Palete, caixas marrons, topo",Верх платформы из коричневых коробок,"Palet, Kahverengi Kutular, Üst",底板 棕色盒子 顶部,棧板，棕色箱，堆起
palletBrownBoxesTopSmallClosed,blocks,Block,,,"Brown Boxes",,"Palette, braune Kisten, oben, klein","Palé, cajas marrones, parte superior pequeña","Palette, cartons marron, haut, petit",Punta piccola del bancale con scatole marroni,パレット組ブラウンボックス上部（小）,"팔레트(갈색 상자, 상부 소형)","Paleta, brązowe pudła, góra, mała","Palete, caixas marrons, topo pequeno",Верх малой платформы из коричневых коробок,"Palet, Kahverengi Kutular, Üst, Küçük",底板 棕色盒子 顶部 小,棧板，棕色箱，頂部小
palletBrownBoxesBaseClosed,blocks,Block,,,"Brown Boxes",,"Palette, braune Kisten, Sockel","Base, cajas marrones, palé","Palette, cartons marron, base",Base del bancale con scatole marroni,パレット組ブラウンボックスベース,"받침대 (갈색 상자, 기본)","Paleta, brązowe pudła, podstawa","Palete, caixas marrons, base",Платформа из коричневых коробок на фундаменте,"Palet, Kahverengi Kutular, Taban",底板 棕色盒子 基底,棧板，棕色箱，帶基座
animalZombieDog2,entityclasses,Entity,,,Zombie Dog,,Zombie-Hund,Perro zombi,Chien zombie,Cane zombie,ゾンビ犬,좀비 개,Pies zombie,Cão zumbi,Зомби-собака,Zombi Köpek,丧尸犬,殭屍狗
cntWoodBurningStove_PickedUp,blocks,Container,,,Wood Burning Stove,,Holzofen,Cocina de leña,Poêle à bois,Stufa a legna,薪ストーブ,목재 연료형 스토브,Piec na drewno,Fogão a lenha,Дровяная плита,Odun Fırını,烧柴炉,燒柴爐
cntShelvesMetal_PickedUp,blocks,block,,,Metal Shelves,,Metallregale,Estanterías de metal,Étagères en métal,Scaffalatura di metallo,金属棚,금속 선반,Metalowe półki,Prateleiras de metal,Металлические полки,Metal Raflar,金属架子,金屬架
cntShelvesMetalEmpty_PickedUp,blocks,block,,,Metal Shelves,,Metallregale,Estanterías de metal,Étagères en métal,Scaffalatura di metallo,金属棚,금속 선반,Metalowe półki,Prateleiras de metal,Металлические полки,Metal Raflar,金属架子,金屬架
cntShelvesMetalFull_PickedUp,blocks,block,,,Metal Shelves,,Metallregale,Estanterías de metal,Étagères en métal,Scaffalatura di metallo,金属棚,금속 선반,Metalowe półki,Prateleiras de metal,Металлические полки,Metal Raflar,金属架子,金屬架
cntMilitaryMetalShelves_PickedUp,blocks,block,,,Military Shelves,,Militärregale,Estanterías militares,Étagères militaires,Scaffalatura militare,軍用棚,군용 선반,Wojskowe półki,Prateleiras militares,Армейские полки,Askeri Raflar,军用架子,軍用架
cntMilitaryMetalShelvesEmpty_PickedUp,blocks,block,,,Military Shelves,,Militärregale,Estanterías militares,Étagères militaires,Scaffalatura militare,軍用棚,군용 선반,Wojskowe półki,Prateleiras militares,Армейские полки,Askeri Raflar,军用架子,軍用架
cntMilitaryMetalShelvesFull_PickedUp,blocks,block,,,Military Shelves,,Militärregale,Estanterías militares,Étagères militaires,Scaffalatura militare,軍用棚,군용 선반,Wojskowe półki,Prateleiras militares,Армейские полки,Askeri Raflar,军用架子,軍用架
